inputfile,table,encoding,bound,check,result,expectedResult,time
./benchmarkTables/Table1_50.rt,Table1,BeArFs,50,completeness,Incomplete,Incomplete,0.598
./benchmarkTables/Table1_50.rt,Table1,BeArVs,50,completeness,Incomplete,Incomplete,0.538
./benchmarkTables/Table1_50.rt,Table1,BeUfFs,50,completeness,Incomplete,Incomplete,0.548
./benchmarkTables/Table1_50.rt,Table1,BeUfVs,50,completeness,Incomplete,Incomplete,0.566
./benchmarkTables/Table2_50.rt,Table2,BeArFs,50,completeness,Complete,Complete,0.542
./benchmarkTables/Table2_50.rt,Table2,BeArVs,50,completeness,Complete,Complete,0.521
./benchmarkTables/Table2_50.rt,Table2,BeUfFs,50,completeness,Complete,Complete,0.513
./benchmarkTables/Table2_50.rt,Table2,BeUfVs,50,completeness,Complete,Complete,0.501
./benchmarkTables/Table3_50.rt,Table3,BeArFs,50,completeness,Incomplete,Incomplete,0.587
./benchmarkTables/Table3_50.rt,Table3,BeArVs,50,completeness,Incomplete,Incomplete,0.579
./benchmarkTables/Table3_50.rt,Table3,BeUfFs,50,completeness,Incomplete,Incomplete,0.606
./benchmarkTables/Table3_50.rt,Table3,BeUfVs,50,completeness,Incomplete,Incomplete,0.592
./benchmarkTables/Table4_50.rt,Table4,BeArFs,50,completeness,Complete,Complete,0.568
./benchmarkTables/Table4_50.rt,Table4,BeArVs,50,completeness,Complete,Complete,0.553
./benchmarkTables/Table4_50.rt,Table4,BeUfFs,50,completeness,Complete,Complete,0.576
./benchmarkTables/Table4_50.rt,Table4,BeUfVs,50,completeness,Complete,Complete,0.551
./benchmarkTables/Table1_100.rt,Table1,BeArFs,100,completeness,Incomplete,Incomplete,0.592
./benchmarkTables/Table1_100.rt,Table1,BeArVs,100,completeness,Incomplete,Incomplete,0.600
./benchmarkTables/Table1_100.rt,Table1,BeUfFs,100,completeness,Incomplete,Incomplete,0.607
./benchmarkTables/Table1_100.rt,Table1,BeUfVs,100,completeness,Incomplete,Incomplete,0.591
./benchmarkTables/Table2_100.rt,Table2,BeArFs,100,completeness,Complete,Complete,0.536
./benchmarkTables/Table2_100.rt,Table2,BeArVs,100,completeness,Complete,Complete,0.549
./benchmarkTables/Table2_100.rt,Table2,BeUfFs,100,completeness,Complete,Complete,0.556
./benchmarkTables/Table2_100.rt,Table2,BeUfVs,100,completeness,Complete,Complete,0.537
./benchmarkTables/Table3_100.rt,Table3,BeArFs,100,completeness,Incomplete,Incomplete,0.675
./benchmarkTables/Table3_100.rt,Table3,BeArVs,100,completeness,Incomplete,Incomplete,0.662
./benchmarkTables/Table3_100.rt,Table3,BeUfFs,100,completeness,Incomplete,Incomplete,0.694
./benchmarkTables/Table3_100.rt,Table3,BeUfVs,100,completeness,Incomplete,Incomplete,0.669
./benchmarkTables/Table4_100.rt,Table4,BeArFs,100,completeness,Complete,Complete,0.644
./benchmarkTables/Table4_100.rt,Table4,BeArVs,100,completeness,Complete,Complete,0.627
./benchmarkTables/Table4_100.rt,Table4,BeUfFs,100,completeness,Complete,Complete,0.657
./benchmarkTables/Table4_100.rt,Table4,BeUfVs,100,completeness,Complete,Complete,0.624
./benchmarkTables/Table1_150.rt,Table1,BeArFs,150,completeness,Incomplete,Incomplete,0.681
./benchmarkTables/Table1_150.rt,Table1,BeArVs,150,completeness,Incomplete,Incomplete,0.649
./benchmarkTables/Table1_150.rt,Table1,BeUfFs,150,completeness,Incomplete,Incomplete,0.689
./benchmarkTables/Table1_150.rt,Table1,BeUfVs,150,completeness,Incomplete,Incomplete,0.668
./benchmarkTables/Table2_150.rt,Table2,BeArFs,150,completeness,Complete,Complete,0.588
./benchmarkTables/Table2_150.rt,Table2,BeArVs,150,completeness,Complete,Complete,0.561
./benchmarkTables/Table2_150.rt,Table2,BeUfFs,150,completeness,Complete,Complete,0.588
./benchmarkTables/Table2_150.rt,Table2,BeUfVs,150,completeness,Complete,Complete,0.548
./benchmarkTables/Table3_150.rt,Table3,BeArFs,150,completeness,Incomplete,Incomplete,0.774
./benchmarkTables/Table3_150.rt,Table3,BeArVs,150,completeness,Incomplete,Incomplete,0.766
./benchmarkTables/Table3_150.rt,Table3,BeUfFs,150,completeness,Incomplete,Incomplete,0.767
./benchmarkTables/Table3_150.rt,Table3,BeUfVs,150,completeness,Incomplete,Incomplete,0.755
./benchmarkTables/Table4_150.rt,Table4,BeArFs,150,completeness,Complete,Complete,0.703
./benchmarkTables/Table4_150.rt,Table4,BeArVs,150,completeness,Complete,Complete,0.709
./benchmarkTables/Table4_150.rt,Table4,BeUfFs,150,completeness,Complete,Complete,0.707
./benchmarkTables/Table4_150.rt,Table4,BeUfVs,150,completeness,Complete,Complete,0.687
./benchmarkTables/Table1_200.rt,Table1,BeArFs,200,completeness,Incomplete,Incomplete,0.751
